Identifiant;Nom générique;Nom de la manifestation;Descriptif court;Descriptif long;Date début;Date fin;Horaires;Dates affichage - horaires;Modification dernière minute;Lieu - nom;Lieu - adresse 1;Lieu - adresse 2;Lieu - adresse 3;Code postal;Commune;Type de manifestation;Catégorie de la manifestation;Thème de la manifestation;Station métro/Tram à proximité;GoogleMap latitude;GoogleMap longitude;Réservation téléphone;Réservation email;Réservation site internet;Manifestation gratuite;Tarif normal;Tarif enfant;Tranche âge enfant;Geo Point
FMAMID031V50H24N;;MEFISTOFELE (SAISON THEATRE DU CAPITOLE) ANNULE;"Le grand Faust italien
Plus proche de l’original goethéen que ses avatars de Berlioz et Gounod, le Mefistofele de Boito va plus loin dans l’exploration du mythe de Faust, dépassant les simples aventures amoureuses pour retrouver la dimension métaphysique de l’oeuvre originale.";Vaste vaisseau lyrique où, comme dans les tragédies antiques, le choeur joue un rôle primordial, ce monument de l’opéra du XIXe siècle italien nécessite aussi une distribution d’absolu premier plan: Nicolas Courjal, Jean-François Borras, Béatrice Uria-Monzon pour ne citer qu’eux, dans une impressionnante mise en scène signée Jean-Louis Grinda.;;;A 20h A 20h A 15h A 20h A 20h;Le 23/06/2020 - A 20h Le 26/06/2020 - A 20h Le 28/06/2020 - A 15h Le 30/06/2020 - A 20h Le 02/07/2020 - A 20h;ANNULE;THEATRE DU CAPITOLE;;Place du Capitole;;31000;TOULOUSE;Culturelle;Opéra;Musique classique;Capitole;43.6044455;1.4439342;05 61 63 13 13;;www.web.digitick.com/mefistofele-spectacle-opera-css5-theatreducapitole-pg51-ei668087.html;;;;;43.6044455,1.4439342
FMAMID031V50EPY5;;PALAIS DE JUSTICE OU LA VILLE ENFOUIE;"En raison des consignes de sécurité liées au Covid-19, nos visites guidées sont annulées jusqu'au 31 mai. 

Le palais de justice ouvre juste pour vous sa crypte archéologique : découvrez des vestiges de l’histoire toulousaine, celle des Romains, des comtes de Toulouse et bien d’autres encore.";"Visite guidée de l'office de tourisme. 

Le palais de justice vous ouvre ses portes pour une visite à travers l’histoire toulousaine, de la crypte archéologique à l’édifice contemporain. Vous découvrez les vestiges de la Porte Narbonnaise, de la voie romaine, du château des Comtes de Toulouse et du Parlement. Une visite exceptionnelle. 

Rendez-vous au Palais de Justice, entrée principale, allées Jules Guesde. Réservation nécessaire à l'office de tourisme (places limitées).";2020-06-20;2020-06-20;A 14h puis à 15h15;Le 20/06/2020 - A 14h puis à 15h15;;PALAIS DE JUSTICE;;2 Allées Jules Guesde;;31000;TOULOUSE;Culturelle;Visites guidées;Historique;Palais de Justice;43.5940444;1.44670092;0 892 180 180 (0,45 € TTC/min);infos@toulouse-tourisme.com;resavacances.toulouse-tourisme.com/fr/evenements;;7,00 €;;;43.5940444,1.44670092
FMAMID031V50H0G1;;PARK O ENIGMES;"Parcours aux 39 énigmes dispersées sur les six hectares de la base de loisirs, il y en a pour tous les âges; Ces énigmes sont des panonceaux disséminés sur l'ensemble du parc, il y a des pièges, des casse-têtes, des interrogations qui amuseront les grands et les petits.";"« Le Park Ô Énigmes » est ouvert à tous !

Pour débuter le parcours du « Park Ô Énigmes », vous devez vous diriger au chalet du port miniature.

Ce jeux est gratuit pour les personnes qui souhaitent le découvrir librement sans s'équiper du « Pass'- Park Ô Énigmes ».

pour les personnes qui désirent s'équiper du « Pass'- Park Ô Énigmes » son prix est de 3 € et contient :

un plan du parcours
un « Pass'Enigmes » (pour y inscrire les réponses)
une boisson fraîche
un « Pass'Réponses » (les réponses)
un diplôme d'explorateur

Le temps prévu approximatif pour faire le tour du parc et répondre aux questions est de 1h20 environ.

En famille, en couple ou entre amis, il y en a pour tous les âges (énigmes pour les enfants et les adultes).
sur chaque panonceau, il y a 2 énigmes, une pour les petits représentée par une abeille et une pour les grands représentée par un pirate.
Ces énigmes sont des panonceaux disséminés sur l'ensemble du parc, il y a des pièges, des casses-têtes, des interrogations qui amuseront les grands comme les petits.";2020-07-01;2020-08-31;"Du lundi au vendredi de 10h à 19h.
Les samedis et dimanches, de 10h à 19h.
Horaires sous réserves de modifications, si la météo le permet, 
nous conseillons de nous contacter pour avoir les informations";"Du 01/07/2020 au 31/08/2020 - Du lundi au vendredi de 10h à 19h.
Les samedis et dimanches, de 10h à 19h.
Horaires sous réserves de modifications, si la météo le permet, 
nous conseillons de nous contacter pour avoir les informations";;PARK O ENIGMES;BASE DE LOISIRS;Rue de la briquetterie;;31150;BRUGUIERES;Nature et détente, Sports et loisirs;Animations;Jeune public;;43.7310519;1.4063989;;park-o-enigmes@hotmail.com;www.park-o-enigmes.com;;3,00 €;;4 - 7 ans  /  8 - 12 ans  /  plus de 12 ans;43.7310519,1.4063989
FMAMID031V50IRMW;;PETIT TOUR DANS LES COURS;"En raison des consignes de sécurité liées au Covid-19, nos visites guidées sont annulées jusqu'au 31 mai. 

Une cour plus ou moins cachée, une cour inattendue, une cour qui n’est plus, des cours cloîtrées, un cours d’eau, une cour tout court...";"Visite proposée par l'office de tourisme.

Une cour plus ou moins cachée, une cour inattendue, une cour qui n’est plus, des cours cloîtrées, un cours d’eau, une cour tout court. Vous l’aurez compris, vous suivez un parcours, dans la ville sur le thème de la cour !

Visite à pied de 2 heures.
RDV : Office de tourisme, Donjon du Capitole. 

Réservation conseillée, les places étant limitées.";;;A 14h30. A 14h30.;Le 03/06/2020 - A 14h30. Le 24/06/2020 - A 14h30.;;OFFICE DE TOURISME DE TOULOUSE;Donjon du Capitole.;Square du Général De Gaulle;;31000;TOULOUSE;Culturelle;Visites guidées;Musée;Capitole;43.603908;1.44470599;0 892 180 180 (0,45 € TTC/min);infos@toulouse-tourisme.com;resavacances.toulouse-tourisme.com/fr/evenements;;De 10,00 € à 12,00 €;;;43.603908,1.44470599
FMAMID031V50ISH8;;PLK;PLK en tournée.;"Après un premier album ""Polak"" certifié platine, accompagné d'une tournée sold out partout et de la mise à feu des plus grandes scènes de festivals l'été dernier, PLK accélère encore et accompagne le succès de sa nouvelle mixtape ""Mental"" par une tournée de Zénith.";2020-11-28;2020-11-28;A 20h.;Le 28/11/2020 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31000;TOULOUSE;Musique;Concert;Rap - reggae - soul - funk;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/plk-2204.html;;;;;43.598264,1.4092542
FMAMID031V50IR81;;SALON SENIORS OCCITANIE - FORUM MIDI SILVER ECO;Le Jeudi 15 octobre 2020 se déroulera la 4ème édition du Salon Seniors Occitanie en tenue conjointe avec le Forum Midi Silver Eco au Centre des Congrès Pierre Baudis de Toulouse.;"Report du salon prévu le 11 juin 2020.
.
C’est LE salon régional consacré aux seniors ainsi qu’aux professionnels de la filière Silver Economie.
 
6 pôles thématiques seront représentés cette année : 
  - Patrimoine, Retraite
  - Bien-être, Santé, Nutrition
  - Habitat, Confort, Sécurité, Transport
  - Voyages, Culture, Loisirs 
  - Conseil, Innovation, Développement 
  - Aide à la personne";2020-10-15;2020-10-15;De 9h à 18h.;Le 15/10/2020 - De 9h à 18h.;;CENTRE DE CONGRES PIERRE BAUDIS;;Boulevard Lascrosses;;31000;TOULOUSE;;Foire ou salon;;Compans-Caffarelli;43.6098033;1.4328066;;;www.seniors-occitanie.fr;Oui;;;;43.6098033,1.4328066
FMAMID031V50ISGZ;;THE WORLD OF HANS ZIMMER;"THE WORLD OF HANS ZIMMER
– A Symphonic Celebration –
Dirigé par le chef d’orchestre Gavin Greenaway";"Après avoir rempli la Scène Musicale en mars 2019 et alors que l’Accorhotels Arena du 24 novembre 2019 est déjà complet, « The World of Hans Zimmer – A Symphonic Celebration » annonce quatre concerts exceptionnels en France dont le 7/11 à Toulouse !

Ce spectacle présente une sélection des plus grandes œuvres du compositeur adaptée pour un orchestre symphonique. Hans Zimmer lui-même a passé plusieurs mois à transformer ses bandes originales en pièces de concert classique. Même s'il ne se produit pas en personne lors de cette tournée, il en reste le directeur musical.
Collectionnant les Oscars, les Grammy et les Golden Globes, Hans Zimmer est sans doute l’un des plus célèbres compositeurs de bandes originales de notre époque. Son influence et ses créations puissantes ont modelé le cinéma actuel comme aucun autre. Ses compositions accompagnent une liste presque sans fin de blockbusters. Le Roi Lion, Pirate des Caraïbes, Da Vinci Code, The Dark Knight, Twelve Years A Slave ou encore Man Of Steel comptent parmi les films les plus célèbres sur lesquels il a travaillé. En janvier 2018, Hans Zimmer reçoit sa 11e nomination aux Oscars avec sa bande originale à couper le souffle pour Dunkerque, de Christopher Nolan.
C’est d’ailleurs Gavin Greenaway qui dirige l’orchestre. Fidèle collaborateur du compositeur depuis plus de 25 ans, il a dirigé de nombreuses bandes originales créés par Hans Zimmer comme Le Prince d’Egypte, Gladiator, Pearl Harbor, Inception ou encore Interstellar. Le chef d’orchestre anglais a été impliqué dans l’écriture, la composition, la production et l’orchestration de plus de 90 bandes originales de films, en compagnie de James Newton Howard, John Powell et beaucoup d’autres.";2020-11-07;2020-11-07;A 20h.;Le 07/11/2020 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/the-world-of-hans-zimmer-2207.html;;;;;43.598264,1.4092542
FMAMID031V501WTX;;TOULOUSE OCCITANIE GAME SHOW;Le principe du TGS est de rassembler professionnels, associations et particuliers autours des thèmes du jeux vidéo, du manga et de l'anime, de la culture asiatique et de la science-fiction.;"Le TGS est un salon familial où pendant 2 jours, les visiteurs peuvent déambuler dans les ruelles de nos espaces, et aller rencontrer des associations, proposant des animations, mêlées aux commerçants et éditeurs. Cette volonté de vouloir mélanger les professionnels (commerçants, éditeurs), et les associations est un des atouts du salon, qui permet de ne laisser personne à l’écart.

De nombreuses activités gratuites sont proposées :
Jeux Vidéo (démonstration, tournois, bornes d’arcade), quiz, conférences, expositions, rencontres avec des artistes (auteurs, dessinateurs, acteurs, chanteurs) ainsi que des spectacles permanents sur scènes, Cosplay, Concerts, Ateliers, et bien d’autres activités…

En proposant une billetterie VIP, les visiteurs peuvent cotoyer les guests présents chaque année, dans une salle dédiée, avec de nombreux avantages (Open Bar Soft, Goodies, entrée en avant première sur le salon 1h avant l’ouverture des portes au grand public….)";;;De 10h à 19h. De 10h à 18h30.;Le 28/11/2020 - De 10h à 19h. Le 29/11/2020 - De 10h à 18h30.;;MEETT, NOUVEAU PARC DES EXPOSITIONS DE TOULOUSE;Hall 3;3601 Chemin du Pigeonnier;;31840;AUSSONNE;Musique, Sports et loisirs;Animations, Cinéma, Concert, Foire ou salon;Bande dessinée, Cinéma;;43.5871429;1.43615837;;;www.toulouse-game-show.fr;;;;8 - 12 ans  /  plus de 12 ans;43.5871429,1.43615837
FMAMID031V501MKO;;TOULOUSE PREND LA CLEF DES CHAMPS;Rendez-vous avec les services de la mairie et de la Métropole !;"""Toulouse prend la clef des champs"" est l’occasion de partir à la découverte de l’actualité des jardins de la ville, de ses espaces naturels et jardins à forte valeur patrimoniale, grâce à des informations, animations et des ateliers créatifs proposés par le service municipal des jardins et espaces verts, le museum et de nombreuses associations impliquées dans le respect et la valorisation de la nature en ville.";2020-09-27;2020-09-27;De 11h à 19h.;Le 27/09/2020 - De 11h à 19h.;;JARDIN DES PLANTES;;Allée Jules Guesde;;31000;TOULOUSE;Nature et détente;Animations;Bio, Fleurs Plantes, Jeune public, Plantes;Carmes;43.592777;1.45240499;;;www.toulouse.fr;Oui;;;0 - 3 ans  /  4 - 7 ans  /  8 - 12 ans  /  plus de 12 ans;43.592777,1.45240499
FMAMID031V50IRN8;;TOULOUSE SECRETE OU LA VILLE MECONNUE;Détails cachés, petites histoires et trésors insoupçonnés ne demandent qu'à être révélés...;"Visite guidée proposée par l'office de tourisme. 

Un guide partage avec vous ses coins secrets et insolites de Toulouse. Détails cachés, petites histoires et trésors insoupçonnés ne demandent qu'à être révélés...  

Rendez-vous devant l'Office de tourisme.
Réservation conseillée, les places étant limitées.";2020-06-28;2020-06-28;A 15h.;Le 28/06/2020 - A 15h.;;OFFICE DE TOURISME DE TOULOUSE;Donjon du Capitole.;Square du Général De Gaulle;;31000;TOULOUSE;Culturelle;Visites guidées;;Capitole;43.603908;1.44470599;0 892 180 180 (0,45 € TTC/min);infos@toulouse-tourisme.com;resavacances.toulouse-tourisme.com/fr/evenements;;De 10,00 € à 12,00 €;;;43.603908,1.44470599
FMAMID031V50AICM;FESTIVAL RAVENSARE;FESTIVAL RAVENSARE;Ravensare est un festival pluridisciplinaire mêlant différentes formes artistiques : danse, musique et arts plastiques.;"Depuis maintenant 19 ans, l'association Le Trait Bleu organise le festival Ravensare au Jardin Raymond VI à Toulouse. Il offre un panorama de l'art : danse, musique, artistes plasticiens.
 
Le festival Ravensare se déroulera du 25 au 27 juin 2021 au Jardin Raymond VI.";2021-06-25;2021-06-27;;Du 25/06/2021 au 27/06/2021;;JARDIN RAYMOND VI;;Allées Charles-de-Fitte;;31000;TOULOUSE;Danse;Animations;Danse;Saint Cyprien République;43.5975288;1.4311599;;;festivalravensare.com;;;;;43.5975288,1.4311599
FMAMID031V501IV3;LE MARATHON DES MOTS;LE MARATHON DES MOTS;"16e festival international de littérature Toulouse métropole, 23 – 28 juin 2020. 
(Ré)génération + Une Europe";"Pas une édition du Marathon des mots, sans que le chaos du monde, plus puissant que toute imagination, ne vienne frapper à la porte du festival. Alors, comment ne pas l’accueillir à travers, toujours, les mots des écrivains. C’est la vocation même du Marathon des mots, festival international de littérature de Toulouse métropole, que de se confronter au réel et de mettre ses scènes au service des écrivains et des artistes du monde entier.

Croyez-le ou non : nous nous apprêtions, pour cette 16e édition, à emprunter le circuit de la catastrophe politique, environnementale, civilisationnelle et culturelle partout annoncée, quand nous est apparu que ces thématiques étaient en contradiction avec l’énergie même du Marathon des mots depuis 15 ans. Succomber aux sirènes de la collapsologie ? Décréter, les bras ballants, la fin du monde ? Non, résolument non… Ce Marathon des mots aura alors tous les atours d’une régénération, les bras grands ouverts aux jeunes auteurs et artistes, principalement européens, qui ont tant à dire et à raconter du monde d’aujourd’hui.

Elles écrivent, ils mettent en scène, elles chantent ou ils dansent… Ils vous donnent rendez-vous à Toulouse, dans sa métropole et en région Occitanie. On y parlera de fiction, littératures du réel, études de genre toujours, avec les esprits les plus affûtés du moment. On s’interrogera sur l’avenir de l’Europe et sur tout ce qui fonde le regard de cette nouvelle génération, consciente du chaos ambiant, mais curieuse de nouvelles solutions et d’expériences inédites. L’avenir leur appartient, écoutez-les dès aujourd’hui !";2020-06-23;2020-06-28;;Du 23/06/2020 au 28/06/2020;;DIVERS LIEUX;;;;31000;TOULOUSE;Culturelle;Festival, Rencontres, Spectacle;Littérature;;43.6046256;1.444205;05 61 99 64 01;;www.lemarathondesmots.com/marathon-des-mots-2020;;;;;43.6046256,1.444205
FMAMID031V502KR6;POLARS DU SUD;TOULOUSE POLARS DU SUD, FESTIVAL INTERNATIONAL DES LITTERATURES POLICIERES;RENDEZ VOUS du 9 au 11 octobre 2020 ! 3 jours incontournables à ne pas rater, le Festival international de littératures policières vous donne rendez-vous à Basso Cambo.;"Venez découvrir une cinquantaine d’auteurs venus de tout horizon : France, Espagne, Angleterre, Etats-Unis, Islande, Norvège, Chili, Argentine, Hollande… Le public est au plus près des auteurs et peut débattre avec eux lors des tables rondes. Le Festival sort également de son enceinte pour aller à la rencontre des élèves et étudiants dans les écoles, collèges et lycées mais également dans les bibliothèques de la ville. De nombreux partenariats avec des cinémas, des centres culturels. Partez à la découverte du polar sous toute ses formes ! Un rallye enquête, des dictées noires et un concours photo sur Instagram, des expos, du théâtre...

Culture pour tous, éco-mobilité, environnement : Toulouse Polars du Sud s’engage pour un festival durable et solidaire !

Entrée libre et gratuite.";2020-10-09;2020-10-11;;Du 09/10/2020 au 11/10/2020;;FORUM DE LA RENAISSANCE - BASSO CAMBO;;1 Allée Marc Saint-Saëns;;31100;TOULOUSE;Culturelle;Festival;Littérature;Basso Cambo;43.5718545;1.39290779;;;www.toulouse-polars-du-sud.com;;;;;43.5718545,1.39290779
