Identifiant;Nom générique;Nom de la manifestation;Descriptif court;Descriptif long;Date début;Date fin;Horaires;Dates affichage - horaires;Modification dernière minute;Lieu - nom;Lieu - adresse 1;Lieu - adresse 2;Lieu - adresse 3;Code postal;Commune;Type de manifestation;Catégorie de la manifestation;Thème de la manifestation;Station métro/Tram à proximité;GoogleMap latitude;GoogleMap longitude;Réservation téléphone;Réservation email;Réservation site internet;Manifestation gratuite;Tarif normal;Tarif enfant;Tranche âge enfant;Geo Point
FMAMID031V50ISXD;;VAN BEETHOVEN LUDWIG LOOKING FOR BEETHOVEN (MUSIQUE EN DIALOGUE AUX CARMÉLITES);"Pascal Amoyel, piano et voix parlée
Christian Fromont, mise en scène";"En la ravissante Chapelle des Carmélites, joyau du patrimoine toulousain, trois des plus riches époques de la musique -baroque, classique, romantique- sont déclinées à travers le portrait de leurs grands représentants réunis ici par la lettre B.

Au-delà de ce lien alphabétique, le point commun entre ces concerts est le choix des textes, partie intégrante de la vie des compositeurs : la correspondance de la famille Bach, le testament d’Heiligenstadt de Beethoven, les mémoires et lettres de Berlioz. Ce ne sont pas des illustrations littéraires mais bien des pages de l’existence de ces musiciens où les notes mariées aux mots donnent un sens particulier à cette édition qui offre trois créations et un succès déjà reconnu.

Et, pour la première fois ici, un spectacle où le langage n’est pas vocal mais corporel, où les danseurs dialoguent avec le violoncelle, le Hip Hop en harmonie avec les Suites de Bach, danses brillantes et intenses.

Ludwig van Beethoven, le compositeur le plus joué au monde n’en est pas moins l’un des plus mal connus. À l’occasion du 250e anniversaire de sa naissance, Pascal Amoyel mène une enquête fascinante sur les 32 sonates de Ludwig van Beethoven, à la fois véritables chefs-d’œuvre et journal d’une vie. Ou comment, alors que la vie lui refusait la joie, Beethoven la créa lui-même dans sa musique pour en faire don à l’humanité.

Servi par un pianiste de renommée internationale qui incarne Beethoven avec une authentique admiration et une émotion contagieuse, ce spectacle nous transporte durant 1h20 dans l’intimité du génie. Il a reçu, depuis sa création, les éloges unanimement dithyrambiques de la presse et du public.


MUSIQUE
Bach
Variations Goldberg - Aria
Mozart
Fantaisie en ré mineur
Haendel
Menuet en la mineur, andantino
Ludwig van Beethoven (1770-1827),
extraits de diverses Sonates dont
la Pathétique, Clair de lune, La Tempête,
Appassionata, Les Adieux, Hammerklavier...
TEXTE
Beethoven et Pascal Amoyel

Spectacle suivi d’une dégustation offerte par
le Château Le Bouïs, Gruissan (11),
La Ferme aux Téoulets, Merville (31),
Les Trésors de Juliane, Mireval-Lauragais (11),
avec vin et autres délices allemands";13/09/2020;13/09/2020;A 16H30;Le 13/09/2020 - A 16H30;;CHAPELLE DES CARMELITES;;1 Rue du Périgord;;31000;TOULOUSE;Musique;Concert, Spectacle;Musique classique;Jeanne d'Arc / Capitole;43.6075064;1.44326425;05 62 72 23 35 Renseignements 05 61 99 44 00 Haute Garonne Tourisme;;musiquendialogue.festik.net;;De  € à 24,00 €;De  € à 15,00 €  -  De  € à 0,00 €;;43.6075064,1.44326425
FMAMID031V501QWG;FESTIVAL DES FIERTES LGBT;25E FESTIVAL REGIONAL DES FIERTES (REPORTE DU 1ER SEPTEMBRE AU 31 OCTOBRE);Depuis 2016, c’est l’association PRIDE Toulouse qui coordonne ce Festival des Diversités et des Fiertés en région Occitanie avec l’aide du collectif associatif. Durant 2 mois, ce Festival vous propose un programme riche et varié d’expositions, de projections de films – documentaires, conférences, sp;"Un appel à projet est lancé chaque année pour recueillir les propositions d’événements, d’activités de la part d’associations, collectifs, artistes afin de co-construire la programmation du festival le plus . 

L’inauguration a lieu chaque année autour du 17 mai, date de la Journée Mondiale de lutte contre l’Homophobie et la Transphobie, à la salle des Illustres de l’Hôtel de Ville de Toulouse.

Bien sûr, parmi les temps forts du Festival, nous avons la célèbre Marche des Fiertés qui a lieu chaque année le 2e samedi du mois de juin et qui rassemble aujourd’hui plus de 30 000 personnes dans les rues de Toulouse !

N’hésitez pas à revenir régulièrement sur notre site internet pour connaitre l’avancement du projet et découvrir en avril prochaine le programme officiel.";01/09/2020;31/10/2020;;Du 01/09/2020 au 31/10/2020;REPORTE;DIVERS LIEUX;;;;31000;TOULOUSE;Culturelle;Animations, Festival, Rencontres, Théâtre;;;43.6046256;1.444205;;pride.tlse@gmail.com;pridetoulouse.com/festival;;;;;43.6046256,1.444205
FMAMID031V5020BV;FIFIGROT GROLAND;FESTIVAL INTERNATIONAL DU FILM GROLANDAIS DE TOULOUSE (FIFIGROT);Le Festival International du Film Grolandais de Toulouse revient du 14 au 20 septembre, avec ses thématiques toutes décalées et barrés.;"Toi qui pensais que tous tes festivals préférés étaient annulés... C'était sans compter sur le Fifigrot - Festival Groland à Toulouse.
Rendez-vous du 14 au 20 septemb' !
Tiendez-vous prêts... Bientôt, les premières infos.";14/09/2020;20/09/2020;;Du 14/09/2020 au 20/09/2020;;DIVERS LIEUX;;;;31000;TOULOUSE;Culturelle;Animations, Cinéma, Concert;Cinéma;Capitole;43.6046256;1.444205;;;www.fifigrot.com;;;;;43.6046256,1.444205
FMAMID031V501YZQ;LA NUIT DES ETOILES;LA NUIT DES ETOILES A LA CITE DE L'ESPACE;La Nuit des étoiles à la Cité de l'espace!;la Cité de l’espace invite le public à une soirée d’initiation à l’astronomie (entrée gratuite de 19h à minuit). La thématique de cette édition sera la planète Mars.;07/08/2020;07/08/2020;De 19h à minuit.;Le 07/08/2020 - De 19h à minuit.;;LA CITE DE L'ESPACE;;Parc de la Plaine;;31000;TOULOUSE;Culturelle, Insolite;Animations, Rencontres;Astronomie, Jeune public, Nocturne;;43.5869098;1.49319286;;;www.cite-espace.com;Oui;;;4 - 7 ans  /  8 - 12 ans  /  plus de 12 ans;43.5869098,1.49319286
FMAMID031V502LU0;LA NUIT EUROPEENNE DES MUSEES;LA NUIT EUROPEENNE DES MUSEES;Cette année la Nuit des musées aura lieu le 14 novembre prochain dans plusieurs milliers de musées en France et en Europe. Des animations originales seront organisées à cette occasion pour ravir les noctambules, de 7 à 77 ans...;"Programme en détail lieu par lieu en recherchant ""nuit européenne"".";14/11/2020;14/11/2020;;Le 14/11/2020;;DIVERS LIEUX;;;;31000;HAUTE-GARONNE;Culturelle;Animations;Musée;;43.6046256;1.444205;;;nuitdesmusees.culturecommunication.gouv.fr;;;;;43.6046256,1.444205
FMAMID031V50IPYX;;- M -;"M en tournée
Report du concert initialement prévu le 27 Mai.";Date supplémentaire de la tournée de - M - Lettre infinie!;04/10/2020;04/10/2020;A 20h;Le 04/10/2020 - A 20h;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31000;TOULOUSE;Musique;Concert;Musique de variété;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/m-2206.html;;;;;43.598264,1.4092542
FMAMID031V50IV3I;;ALEXANDRE KANTOROW, LE FEU AU CLAVIER (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"RÊVER, ÉCOUTER, SE RETROUVER

TUGAN SOKHIEV : DIRECTION
ALEXANDRE KANTOROW : PIANO";"Lorsqu’en 2019, il gagne le mythique Concours Tchaïkovski, le
monde musical découvre le talent d’Alexandre Kantorow. À Toulouse, les mélomanes connaissaient déjà le jeune pianiste français, qui avait fait ses débuts dans la ville rose. Épris de musique russe, Kantorow revientavec un « Everest du piano » : le Concerto n° 3 de Prokofiev, le compositeur « aux doigts d’acier ».
 
SERGUEÏ PROKOFIEV
CONCERTO POUR PIANO N° 3
EN DO MAJEUR, OP. 26
DMITRI CHOSTAKOVITCH
SYMPHONIE N° 10 EN MI MINEUR, OP. 93";08/05/2021;08/05/2021;A 20h.;Le 08/05/2021 - A 20h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Musique;Concert;Musique classique;François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;;;;43.6002193,1.4533432
FMAMID031V50ISX7;;BERLIOZ HECTOR ETERNELLE ESTELLE (MUSIQUE EN DIALOGUE AUX CARMÉLITES);"Sarah Laulan, mezzo-soprano
Sandrine Tilly, flûte
Sébastien Llinares, guitare et transcription
Philippe Tribot, violoncelle
François Castang, récitant";"En la ravissante Chapelle des Carmélites, joyau du patrimoine toulousain, trois des plus riches époques de la musique -baroque, classique, romantique- sont déclinées à travers le portrait de leurs grands représentants réunis ici par la lettre B.

Au-delà de ce lien alphabétique, le point commun entre ces concerts est le choix des textes, partie intégrante de la vie des compositeurs : la correspondance de la famille Bach, le testament d’Heiligenstadt de Beethoven, les mémoires et lettres de Berlioz. Ce ne sont pas des illustrations littéraires mais bien des pages de l’existence de ces musiciens où les notes mariées aux mots donnent un sens particulier à cette édition qui offre trois créations et un succès déjà reconnu.

Et, pour la première fois ici, un spectacle où le langage n’est pas vocal mais corporel, où les danseurs dialoguent avec le violoncelle, le Hip Hop en harmonie avec les Suites de Bach, danses brillantes et intenses.

Esprit novateur et critique musical sévère mais compétent,
loin de la caricature de l’artiste romantique échevelé, Berlioz
était un être profond et sensible. Au-delà de ses amours tumultueuses il restera toute sa vie fidèle à son premier amour, Estelle,
connue lorsqu’il avait 12 ans et retrouvée à 61 ans. Trop tard ?
Aujourd’hui je suis vieux et veuf, ma chère Estelle, songez que je
vous aime depuis quarante-neuf ans, que je vous ai toujours aimée depuis mon enfance, malgré les orages de toute espèce qui
ont ravagé ma vie » (Lettre de Berlioz à Estelle, 27 septembre
1864). Nous pourrions nous marier, qu’en pensez-vous ? La musique et l’amour sont les deux ailes de l’âme.
Composées pour grand orchestre les œuvres berlioziennes
choisies sont spécialement transcrites pour un trio instrumental
inédit : Sandrine Tilly à la flûte dont Berlioz jouait, Philippe
Tribot au violoncelle et Sébastien Llinares à la guitare qui était
l’instrument de prédilection du compositeur. La chaude voix de
Sarah Laulan donnera vie aux personnages imaginés par Berlioz
dont les Mémoires seront lus par François Castang


MUSIQUE
Hector Berlioz (1803-1869)
Transcription : Julien Costa
extraits de la Symphonie fantastique (Rêveries, Passions / Romance d’Estelle), Les Nuits d’été, La mort
d’Ophélie, Les Troyens (mort de Didon).
TEXTE
Philippe Hussenot à partir des Mémoires
d’Hector Berlioz, Édition Michel Austin


Concert suivi d’une dégustation offerte par la cave Cash vin,
Toulouse et St Orens (31) et La Ferme aux Téoulets, Merville (31)";30/08/2020;30/08/2020;A 16H00;Le 30/08/2020 - A 16H00;;CHAPELLE DES CARMELITES;;1 Rue du Périgord;;31000;TOULOUSE;Musique;Concert, Spectacle;Musique classique;Jeanne d'Arc / Capitole;43.6075064;1.44326425;05 62 72 23 35 Renseignements 05 61 99 44 00 Haute Garonne Tourisme;;musiquendialogue.festik.net;;De  € à 24,00 €;De  € à 15,00 €  -  De  € à 0,00 €;;43.6075064,1.44326425
FMAMID031V50GMVS;;CINEMA EN PLEIN AIR : WALL-E;"ANDREW STANTON
2008. USA. 98MIN. COUL. DCP. VF.";"Le neuvième film des studios Pixar et probablement l'un des meilleurs ou tout au moins l'un des plus subversifs. Le dernier être sur Terre s'avère être un petit robot dont le métier est de nettoyer une planète devenue poubelle. Mais en sept cents ans de nettoyage, Wall-E a développé un petit défaut technique : une forte personnalité. 

Une fascinante comédie tout en synthèse, un rien pessimiste pour réfléchir sur le sort de l'humanité et le gâchis consumériste. Non-dots en guise de dialogues, poésie poignante et audace incroyable, plus qu'un fleuron, du film  d'animation, une stupéfiante leçon de cinéma.";14/08/2020;14/08/2020;A 21h30.;Le 14/08/2020 - A 21h30.;;LA CINEMATHEQUE DE TOULOUSE;;69 Rue du Taur;;31000;TOULOUSE;Insolite;Cinéma;Cinéma;Capitole;43.6070871;1.4421687;;;www.lacinemathequedetoulouse.com;;;;;43.6070871,1.4421687
FMAMID031V50IC94;;CLAUDIO CAPEO;Après une tournée de 2 ans à guichet fermé et un album certifié disque de diamant, Claudio Capéo, toujours armé de son accordéon présente son nouvel album : Tant que rien ne m'arrête.;"Claudio Capéo est un artiste incontournable, vraie révélation musicale de ces deux dernières années, il ne quitte plus le paysage musical depuis sa 1ère apparition en 2016 avec son tube Un homme debout, et depuis, il enchaîne les succès, ça va ça va, Riche, ou encore son duo sur Un peu de rêve avec Vitaa.
Son dernier album s’est classé N°1 des ventes dès sa sortie pendant 5 semaines consécutives et s’est écoulé à plus de 700 000 exemplaires, faisant de cet opus le plus gros succès pour un artiste révélation.

Communiqué de l'artiste le 23 mars :
""Les amis, tout d’abord, nous espérons que tout va bien pour vous et vos proches !
Il y a une dizaine de jours, nous avons annoncé un report de ma tournée de Zénith pour le mois de juin.
Nous avons finalement préféré décaler nos concerts un peu plus tard, au mois de septembre, et être sûrs de pouvoir vous retrouver !
Les billets achetés seront valables pour le mois de septembre, ou sont remboursables auprès de votre point de vente.
Hâte de vous revoir tous pour faire la fête !""

La date du concert de Claudio Capeo, initialement prévue le 19 mars 2020 au Zénith Toulouse Métropole, puis reportée au 11 juin 2020, est finalement reportée au 5 septembre 2020.
Les billets (datés du 19 mars et du 11 juin) restent valables pour cette nouvelle date.
Les personnes ne pouvant se rendre au concert reporté, sont invitées à se rapprocher de leur point de vente pour effectuer une demande de remboursement.";05/09/2020;05/09/2020;A 20h.;Le 05/09/2020 - A 20h.;REPORTE;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/claudio-capeo-2148.html;;;;;43.598264,1.4092542
FMAMID031V50IOUN;;EXPOSITION : TAKESADA MATSUTANI : ESTAMPES, 1967-1977;Collections de l'Institut national d'histoire de l'art.;"Suite à la donation exceptionnelle de l'artiste à l'Institut national d'histoire de l'art faite cette année, les Abattoirs, Musée - Frac Occitanie Toulouse et l'INHA Paris présentent, pour la première fois au public, une sélection des estampes de Takesada Matsutani réalisées entre 1967 et 1977, ses premières années parisiennes.

Après l'exposition Sismographie des luttes. Les revues non européennes du XVIIIe au XXe siècle, vers une histoire globale (du 24.01. au 24.02.2019), les Abattoirs poursuivent leur collaboration avec l'INHA pour présenter quatre ensembles témoignant de la richesse et de la diversité des directions explorées par l’artiste Gutai entre 1967 et 1977 : les premiers travaux au sein de l’Atelier 17 (1967), la réflexion autour de la représentation de l’espace dans les deux dimensions de l’estampe (1968-1969), l’exploration de la sérigraphie et des aplats de couleurs comparables au Hard Edge (1969-1971), enfin la réinterprétation par la photosérigraphie d’œuvres antérieures en trois dimensions réalisées à la colle vinylique (1973-1977). Les estampes sont accompagnées de pièces prêtées par l’artiste : deux plaques gravées correspondant à deux des estampes exposées, des outils de graveur, des photographies de l’artiste au travail, les catalogues des expositions internationales et biennales dans lesquelles ses œuvres ont été exposées et primées.

Né en 1937 à Osaka, Takesada Matsutani vit et travaille à Paris depuis 1966, après avoir remporté le prix de l’Institut franco-japonais de Tokyo - une bourse d’études de six mois en France, allouée par le gouvernement français. Auparavant, en 1959, à l’atelier de dessin de l’École d’art des Citoyens de Nishinomiya, il avait rencontré Sadamasa Motonaga, l’un des membres du Groupe Gutai, fondé par Jiro Yoshihara en 1954. Il expose avec ce groupe à partir de 1963 jusqu’à sa dissolution en 1972. Dès 1967, il intègre, à Paris, l’Atelier 17, atelier de gravure dirigé par Stanley William Hayter, dont il devient l’assistant. Il y apprend les techniques du burin, de l’eau-forte et de l’aquatinte. Il rejoint ensuite l’atelier de sérigraphie créé par Kate Van Houten, son épouse, et Lorna Taylor.

Takesada Matsutani vient donc enrichir les collections de la bibliothèque de l’Institut national d’histoire de l’art. La donation exceptionnelle de 88 estampes, un portfolio et 3 livres d’artistes couvre une grande partie de l’œuvre gravé, depuis les premières estampes réalisées en 1967 jusqu’aux eaux-fortes créées en 2016. Elle rejoint une collection commencée au début du XXe siècle par le grand couturier et mécène Jacques Doucet, qui a cherché à rassembler les estampes des artistes les plus importants des années 1780 aux années 1910.

La collection des Abattoirs conserve l'un des plus importants fonds Gutai en France, dont 4 œuvres de Takesada Matsutani.

Cette exposition permet de faire redécouvrir en France toute une part de l’œuvre de Takesada Matsutani et de rendre sensible le rapport privilégié que l’artiste a entretenu pendant une décennie avec les différents modes d’expression permis par la variété des techniques de l’estampe. Ils donnent aussi à voir plus largement la part de l’estampe dans la création artistique internationale des années 1960-1970.

En partenariat avec l'Institut National d'Histoire de l'Art (INHA)

MESURES SANITAIRES: 
L'entrée se fera uniquement allées Charles de Fitte, les entrées et
sorties seront différenciées. 100 personnes maximum pourront être accueillies en même temps dans le musée. Pour accéder aux expositions, les visiteurs devront porter obligatoirement un masque (non fourni), excepté en-dessous de 11 ans. Les vestiaires seront fermés et les sacs volumineux ne seront
pas acceptés. Il n'y aura pas de visites guidées, ni d'accueil de groupes. Du gel hydroalcoolique sera à disposition à l'entrée et pour l'accès aux toilettes.";03/06/2020;20/09/2020;Du mercredi au dimanche de 12h à 18h.;Du 03/06/2020 au 20/09/2020 - Du mercredi au dimanche de 12h à 18h.;;LES ABATTOIRS, MUSEE D'ART MODERNE ET CONTEMPORAIN;;76 Allée Charles de Fitte;;31300;TOULOUSE;Culturelle;Exposition;Art contemporain;Saint Cyprien - République;43.6003101;1.4297862;05 34 51 10 60;;www.lesabattoirs.org;;;;;43.6003101,1.4297862
